"","SECCION","munn.x","edon.x","edo","disloc2016.x","disloc2013.x","escenario1","escenario2","escenario3_jge","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"292",241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"293",242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"294",243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"295",244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"296",245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"297",246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"298",247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"299",248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"300",249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"301",250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"302",251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"303",252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"304",253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"305",254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"306",255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"307",256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"308",291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"309",292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"310",293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"311",294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"312",295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"313",296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"314",297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"315",298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"316",299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"317",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"318",301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"319",302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"320",303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"321",304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"322",305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"323",306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"324",307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"325",308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"326",309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"327",310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"328",311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"329",312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"330",313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"331",314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"332",315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"333",316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"334",317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"335",318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"336",319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"337",320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"338",321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"339",322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"340",323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"341",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"342",325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"343",326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"344",327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"345",328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"346",329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"347",330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"348",547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"349",548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"350",549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"351",550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"352",551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"353",552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"354",553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"355",554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"356",555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"357",556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"358",557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"359",558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"360",559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"361",560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"362",561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"363",562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"364",563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"365",564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"366",565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"367",566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"368",567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"369",568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"370",569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"371",570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"372",571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"373",572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"374",573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"375",574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"376",575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"377",576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"378",577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"379",578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"380",579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"381",580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"382",581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"383",582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"384",583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"385",584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"386",585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"387",586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"388",587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"389",588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"390",589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"391",590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"392",591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"393",592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"394",593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"395",594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"396",595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"397",596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"398",597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"399",598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"400",599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"401",600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"402",601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"403",602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"404",603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"405",604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"406",605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"407",606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"408",607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"409",608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"410",609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"411",610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"412",611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"413",612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"414",613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"415",614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"416",615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"417",616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"418",617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"419",618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"420",619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"421",620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"422",621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"423",622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"424",623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"425",624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"426",625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"427",626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"428",627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"429",628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"430",629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"431",646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"432",647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"433",648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"434",649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"435",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"436",651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"437",652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"438",653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"439",654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"440",655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"441",656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"442",780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"443",781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"444",782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"445",783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"446",784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"447",785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"448",786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"449",787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"450",788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"451",789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"452",790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"453",791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"454",792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"455",793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"456",794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"457",795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"458",796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"459",797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"460",798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"461",799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"462",800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"463",801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"464",822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"465",823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"466",824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"467",825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"468",826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"469",827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"470",828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"471",829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"472",830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"473",831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"474",962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"475",963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"476",964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"477",965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"478",966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"479",967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"480",968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"481",969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"482",970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"483",971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"484",972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"485",973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"486",974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"487",975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"488",976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"489",977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"490",978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"491",979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"492",980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"493",981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"494",1067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"495",1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"496",1069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"497",1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"498",1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"499",1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"500",1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"501",1074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"502",1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"503",1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"504",1077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"505",1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"506",1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"507",1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"508",1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"509",1082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"510",1083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"511",1084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"512",1085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"513",1086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"514",1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"515",1088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"516",1089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"517",1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"518",1091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"519",1092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"520",1093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"521",1094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"522",1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"523",1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"524",1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"525",1098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"526",1099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"527",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"528",1101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"529",1102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"530",1103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"531",1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"532",1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"533",1106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"534",1107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"535",1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"536",1109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"537",1132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"538",1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"539",1134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"540",1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"541",1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"542",1137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"543",1138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"544",1139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"545",1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"546",1141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"547",1142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"548",1143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"549",1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"550",1145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"551",1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"552",1147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"553",1148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"554",1149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"555",1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"556",1151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"557",1152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"558",1153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"559",1154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"560",1155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"561",1156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"562",1157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"563",1158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"564",1159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"565",1160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"566",1161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"567",1162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"568",1163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"569",1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"570",1165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"571",1166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"572",1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"573",1168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"574",1169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"575",1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"576",1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"577",1172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"578",1173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"579",1174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"580",1175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"581",1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"582",1644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"583",1645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"584",1646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"585",1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
