"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc1996","X","edon.y","munn.y","escenario1","escenario2","escenario3","panal_clv1","panal_cnv1","pes_clv1","pes_iee1","pri_clv1","pvem_clv1","morena_clv2","panal_clv2","pan_cnv2","pes_clv2","prd_clv2","prd_cnv2","prd_iee2","pri_clv2","pri_clv2.1","esc1_panalCLV1","esc1_panalCNV1","esc1_pesCLV1","esc1_pesIEE1","esc1_priCLV1","esc1_pvemCLV1","esc2_morCLV2","esc2_panalCLV2","esc2_panCNV2","esc2_pesCLV2","esc2_prdCLV2","esc2_prdCNV2","esc2_prdIEE2","esc2_priCLV2","esc2_priCLV2.1","E1","dsiE1_E3"
3506,60,15,"mex",26,29,30,29,25,32,3474,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3507,60,15,"mex",26,30,30,29,25,32,3475,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3508,60,15,"mex",26,30,30,29,25,32,3476,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3509,60,15,"mex",26,30,30,29,25,32,3477,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3510,60,15,"mex",26,30,30,29,25,32,3478,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,21,20,20,20,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,21,1
3511,60,15,"mex",26,30,30,31,41,32,3479,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,21,21,18,21,21,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,20,1
3512,60,15,"mex",27,30,30,31,41,32,3480,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3513,60,15,"mex",27,30,30,31,41,32,3481,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3514,60,15,"mex",27,30,31,31,41,32,3482,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3515,60,15,"mex",27,30,31,31,41,32,3483,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3516,60,15,"mex",27,30,31,31,41,41,3484,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3517,60,15,"mex",27,31,31,31,41,41,3485,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3518,60,15,"mex",27,31,31,31,41,41,3486,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3519,60,15,"mex",27,31,31,31,41,41,3487,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3520,60,15,"mex",27,31,31,31,41,41,3488,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3521,60,15,"mex",27,31,31,31,41,41,3489,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3522,60,15,"mex",27,31,31,31,41,41,3490,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3523,60,15,"mex",27,31,31,31,41,41,3491,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3524,60,15,"mex",27,31,31,31,41,41,3492,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3525,60,15,"mex",27,31,31,31,41,41,3493,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3526,60,15,"mex",27,31,31,31,41,41,3494,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3527,60,15,"mex",27,30,31,31,41,41,3495,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3528,60,15,"mex",27,30,31,31,41,32,3496,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3529,60,15,"mex",27,30,31,31,41,32,3497,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3530,60,15,"mex",27,30,30,31,41,32,3498,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3531,60,15,"mex",27,30,30,31,41,32,3499,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3532,60,15,"mex",27,30,30,31,41,32,3500,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3533,60,15,"mex",27,30,30,31,41,32,3501,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3534,60,15,"mex",27,30,30,31,41,32,3502,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3535,60,15,"mex",27,30,31,31,41,32,3503,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3536,60,15,"mex",27,30,31,31,41,41,3504,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3537,60,15,"mex",27,31,31,31,41,41,3505,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3538,60,15,"mex",27,31,31,31,41,41,3506,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3539,60,15,"mex",27,31,31,31,41,41,3507,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3540,60,15,"mex",27,31,31,31,41,41,3508,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3541,60,15,"mex",27,31,31,31,41,41,3509,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3542,60,15,"mex",27,31,31,31,41,41,3510,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3543,60,15,"mex",27,31,31,31,41,41,3511,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3544,60,15,"mex",27,31,31,31,41,41,3512,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3545,60,15,"mex",27,31,31,31,41,41,3513,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3546,60,15,"mex",27,31,31,31,41,41,3514,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3547,60,15,"mex",27,30,31,31,41,41,3515,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3548,60,15,"mex",27,30,30,31,41,32,3516,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3549,60,15,"mex",27,30,30,31,41,32,3517,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3550,60,15,"mex",27,30,30,31,41,32,3518,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3551,60,15,"mex",27,30,30,31,41,32,3519,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3552,60,15,"mex",27,30,30,31,41,32,3520,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3553,60,15,"mex",27,30,30,31,41,32,3521,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3554,60,15,"mex",27,30,30,31,41,32,3522,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3555,60,15,"mex",27,30,30,31,41,32,3523,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3556,60,15,"mex",27,30,30,31,41,32,3524,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3557,60,15,"mex",27,30,31,31,41,41,3525,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3558,60,15,"mex",27,31,31,31,41,41,3526,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3559,60,15,"mex",27,31,31,31,41,41,3527,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3560,60,15,"mex",27,31,31,31,41,41,3528,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3561,60,15,"mex",27,31,31,31,41,41,3529,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3562,60,15,"mex",27,31,31,31,41,41,3530,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3563,60,15,"mex",27,31,31,31,41,41,3531,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3564,60,15,"mex",27,31,31,31,41,41,3532,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3565,60,15,"mex",27,30,31,31,41,41,3533,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3566,60,15,"mex",27,30,30,31,41,32,3534,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3567,60,15,"mex",27,30,30,31,41,32,3535,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3568,60,15,"mex",27,30,30,31,41,32,3536,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3569,60,15,"mex",27,30,30,31,41,32,3537,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3570,60,15,"mex",27,30,30,31,41,32,3538,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3571,60,15,"mex",27,30,30,31,41,32,3539,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3572,60,15,"mex",27,30,30,31,41,32,3540,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3573,60,15,"mex",27,30,30,31,41,32,3541,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3574,60,15,"mex",27,30,30,31,41,32,3542,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3575,60,15,"mex",27,31,31,31,41,41,3543,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3576,60,15,"mex",27,31,31,31,41,41,3544,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3577,60,15,"mex",27,30,31,31,41,41,3545,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3578,60,15,"mex",27,30,30,31,41,32,3546,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3579,60,15,"mex",28,29,30,29,25,32,3547,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3580,60,15,"mex",28,29,30,29,25,32,3548,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3581,60,15,"mex",28,29,30,29,25,32,3549,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3582,60,15,"mex",28,29,30,29,25,32,3550,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3583,60,15,"mex",28,29,30,29,25,32,3551,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3584,60,15,"mex",28,29,30,29,25,32,3552,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3585,60,15,"mex",28,30,30,29,25,32,3553,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3586,60,15,"mex",28,30,30,29,25,32,3554,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3587,60,15,"mex",28,30,30,29,25,32,3555,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3588,60,15,"mex",28,30,30,29,25,32,3556,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,21,20,20,20,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,21,1
3589,60,15,"mex",28,30,30,29,25,32,3557,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,21,20,20,20,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,21,1
3590,60,15,"mex",28,30,30,31,41,32,3558,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,21,21,18,21,21,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,20,1
3591,60,15,"mex",28,30,30,31,41,32,3559,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,21,21,18,21,21,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,20,1
3592,60,15,"mex",28,30,30,31,41,32,3560,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3593,60,15,"mex",28,30,30,31,41,32,3561,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3594,60,15,"mex",28,30,30,31,41,32,3562,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3595,60,15,"mex",28,30,30,31,41,32,3563,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3596,60,15,"mex",28,30,30,31,41,32,3564,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3597,60,15,"mex",28,30,30,31,41,32,3565,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3598,60,15,"mex",28,31,31,31,41,41,3566,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3599,60,15,"mex",28,30,31,31,41,41,3567,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3600,60,15,"mex",28,31,31,31,41,41,3568,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3601,60,15,"mex",28,31,31,31,41,41,3569,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3602,60,15,"mex",28,31,31,31,41,41,3570,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3603,60,15,"mex",28,31,31,31,41,41,3571,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3604,60,15,"mex",28,31,31,31,41,41,3572,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3605,60,15,"mex",28,31,31,31,41,41,3573,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3606,60,15,"mex",28,31,31,31,41,41,3574,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3607,60,15,"mex",28,31,31,31,41,41,3575,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3608,60,15,"mex",28,31,31,31,41,41,3576,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3609,60,15,"mex",28,31,31,31,41,41,3577,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3610,60,15,"mex",28,30,30,31,41,32,3578,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3611,60,15,"mex",28,30,30,31,41,32,3579,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3612,60,15,"mex",28,30,30,31,41,32,3580,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3613,60,15,"mex",28,30,30,31,41,32,3581,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3614,60,15,"mex",28,29,30,29,25,32,3582,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3615,60,15,"mex",28,29,30,29,25,32,3583,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3616,60,15,"mex",28,29,30,29,25,32,3584,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3617,60,15,"mex",28,29,30,29,25,32,3585,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3618,60,15,"mex",28,29,30,29,25,32,3586,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3619,60,15,"mex",28,30,30,29,25,32,3587,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,20,20,20,20,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,21,1
3620,60,15,"mex",28,30,30,29,25,32,3588,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,21,20,20,20,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,21,1
3621,60,15,"mex",28,30,30,29,25,32,3589,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,21,20,20,20,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,21,1
3622,60,15,"mex",28,30,30,31,41,32,3590,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,21,21,18,21,21,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,20,1
3623,60,15,"mex",28,31,31,31,41,41,3591,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3624,60,15,"mex",28,31,31,31,41,41,3592,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3625,60,15,"mex",28,31,31,31,41,41,3593,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3626,60,15,"mex",28,31,31,31,41,41,3594,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3627,60,15,"mex",28,31,31,31,41,41,3595,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3628,60,15,"mex",28,31,31,31,41,41,3596,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3629,60,15,"mex",28,31,31,31,41,41,3597,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3630,60,15,"mex",28,31,31,31,41,41,3598,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3631,60,15,"mex",28,31,31,31,41,41,3599,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3632,60,15,"mex",28,31,31,31,41,41,3600,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3633,60,15,"mex",28,31,31,31,41,41,3601,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3634,60,15,"mex",28,31,31,31,41,41,3602,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3635,60,15,"mex",28,31,30,31,41,32,3603,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3636,60,15,"mex",28,31,30,31,41,32,3604,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3637,60,15,"mex",28,30,30,31,41,32,3605,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3638,60,15,"mex",28,30,30,31,41,32,3606,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3639,60,15,"mex",28,30,30,31,41,32,3607,15,60,20,21,21,20,20,22,22,21,21,36,21,17,22,19,21,18,21,21,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,20,1
3640,60,15,"mex",28,30,30,31,41,32,3608,15,60,20,21,21,20,20,22,22,21,23,36,21,17,22,21,21,18,21,21,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,20,1
3641,60,15,"mex",28,30,30,29,25,32,3609,15,60,21,20,20,21,21,21,21,20,23,37,20,16,21,21,21,20,20,20,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,21,1
