"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2012","disloc2018","X","edon.y","munn.y","escenario1","escenario2","escenario3","morena_clv","pan_clv1","prd_clv1","pri_clv1","pt_iee1","panal_cnv2","pan_clv2","pvem_clv2","esc1_morCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_priCLV1","esc1_ptIEE1","esc2_panalCNV2","esc2_panCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1"
1370,20,11,"gua",2,3,3,6,"leon",7,7,1366,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1371,20,11,"gua",2,3,3,3,"leon",7,7,1367,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1372,20,11,"gua",2,3,3,3,"leon",7,7,1368,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1373,20,11,"gua",2,3,3,3,"leon",7,7,1369,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1374,20,11,"gua",2,3,3,3,"leon",7,7,1370,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1375,20,11,"gua",2,3,3,3,"leon",7,7,1371,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1376,20,11,"gua",2,3,3,3,"leon",7,7,1372,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1377,20,11,"gua",2,6,3,3,"leon",7,7,1373,11,20,19,19,18,19,19,19,18,15,19,18,18,1,1,1,0,0,1,0,0,7,0.244
1378,20,11,"gua",2,6,3,3,"leon",7,7,1374,11,20,19,19,18,19,19,19,18,15,19,18,18,1,1,1,0,0,1,0,0,7,0.244
1379,20,11,"gua",2,6,3,3,"leon",7,7,1375,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1380,20,11,"gua",2,6,3,6,"leon",7,7,1376,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1381,20,11,"gua",2,6,3,6,"leon",7,7,1377,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1382,20,11,"gua",2,6,3,6,"leon",7,7,1378,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1383,20,11,"gua",2,6,3,6,"leon",7,7,1379,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1384,20,11,"gua",2,6,3,6,"leon",7,7,1380,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1385,20,11,"gua",2,3,3,6,"leon",7,7,1381,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1386,20,11,"gua",2,6,3,6,"leon",7,7,1382,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1387,20,11,"gua",2,6,3,6,"leon",7,7,1383,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1388,20,11,"gua",2,3,3,6,"leon",7,7,1384,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1389,20,11,"gua",2,3,3,6,"leon",7,7,1385,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1390,20,11,"gua",2,3,3,6,"leon",4,4,1386,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1391,20,11,"gua",2,3,3,6,"leon",4,4,1387,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1393,20,11,"gua",2,3,3,6,"leon",4,4,1388,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1394,20,11,"gua",2,6,3,6,"leon",7,7,1389,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1395,20,11,"gua",2,6,3,6,"leon",7,7,1390,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1396,20,11,"gua",2,6,3,6,"leon",7,7,1391,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1397,20,11,"gua",2,6,3,6,"leon",7,7,1392,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1398,20,11,"gua",2,6,3,6,"leon",7,7,1393,11,20,19,19,18,19,19,19,18,15,19,18,18,1,1,1,0,0,1,0,0,7,0.244
1399,20,11,"gua",2,5,5,5,"leon",3,7,1394,11,20,19,19,18,19,19,19,18,15,19,18,18,1,1,1,0,0,1,0,0,7,0.244
1400,20,11,"gua",2,5,5,5,"leon",3,7,1395,11,20,19,19,18,19,19,19,18,15,19,18,18,1,1,1,0,0,1,0,0,7,0.244
1401,20,11,"gua",2,5,5,5,"leon",3,7,1396,11,20,19,19,18,19,19,19,18,15,19,18,18,1,1,1,0,0,1,0,0,7,0.244
1402,20,11,"gua",2,6,5,6,"leon",3,7,1397,11,20,19,19,18,19,19,19,18,15,19,18,18,1,1,1,0,0,1,0,0,7,0.244
1403,20,11,"gua",2,6,3,6,"leon",7,7,1398,11,20,19,19,18,19,19,19,18,15,19,18,18,1,1,1,0,0,1,0,0,7,0.244
1404,20,11,"gua",2,6,3,6,"leon",7,7,1399,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1405,20,11,"gua",2,6,3,6,"leon",7,7,1400,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1406,20,11,"gua",2,6,3,6,"leon",7,7,1401,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1407,20,11,"gua",2,6,3,6,"leon",7,7,1402,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1408,20,11,"gua",2,6,3,6,"leon",7,7,1403,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1409,20,11,"gua",2,6,3,6,"leon",7,7,1404,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1410,20,11,"gua",2,6,3,6,"leon",7,7,1405,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1411,20,11,"gua",2,6,3,6,"leon",7,7,1406,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1412,20,11,"gua",2,3,3,6,"leon",7,4,1407,11,20,16,17,20,16,17,16,17,16,17,20,20,1,0,1,0,1,1,0,0,4,0.495
1413,20,11,"gua",2,3,3,6,"leon",7,4,1408,11,20,16,17,20,15,17,15,17,16,17,20,20,0,0,0,0,1,1,0,0,4,0.495
1414,20,11,"gua",2,3,3,6,"leon",7,7,1409,11,20,19,17,18,15,17,15,17,17,17,18,18,0,0,0,0,0,1,0,0,7,0.244
1415,20,11,"gua",2,6,3,6,"leon",7,7,1410,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1416,20,11,"gua",2,6,3,6,"leon",7,7,1411,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1417,20,11,"gua",2,6,3,6,"leon",7,7,1412,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1418,20,11,"gua",2,6,3,6,"leon",7,7,1413,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1419,20,11,"gua",2,6,3,6,"leon",7,7,1414,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1420,20,11,"gua",2,6,3,6,"leon",7,7,1415,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1421,20,11,"gua",2,6,6,6,"leon",5,7,1416,11,20,19,19,18,19,19,19,18,15,19,18,18,1,1,1,0,0,1,0,0,7,0.244
1422,20,11,"gua",2,6,5,6,"leon",5,7,1417,11,20,19,19,18,19,19,19,18,15,19,18,18,1,1,1,0,0,1,0,0,7,0.244
1423,20,11,"gua",2,5,5,5,"leon",5,7,1418,11,20,19,19,18,19,19,19,18,15,19,18,18,1,1,1,0,0,1,0,0,7,0.244
1424,20,11,"gua",2,5,5,5,"leon",3,7,1419,11,20,19,19,18,19,19,19,18,15,19,18,18,1,1,1,0,0,1,0,0,7,0.244
1425,20,11,"gua",2,5,5,5,"leon",5,7,1420,11,20,19,19,18,19,19,19,18,15,19,18,18,1,1,1,0,0,1,0,0,7,0.244
1426,20,11,"gua",2,5,5,5,"leon",5,7,1421,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1427,20,11,"gua",2,6,6,6,"leon",5,7,1422,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1428,20,11,"gua",2,6,6,6,"leon",5,7,1423,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1429,20,11,"gua",2,6,3,6,"leon",7,7,1424,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1430,20,11,"gua",2,6,3,6,"leon",7,7,1425,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1431,20,11,"gua",2,6,3,6,"leon",7,7,1426,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1432,20,11,"gua",2,6,3,6,"leon",7,7,1427,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1433,20,11,"gua",2,6,3,6,"leon",7,7,1428,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1434,20,11,"gua",2,6,3,6,"leon",7,7,1429,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1435,20,11,"gua",2,6,3,6,"leon",7,7,1430,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1436,20,11,"gua",2,3,3,6,"leon",7,21,1431,11,20,15,15,15,16,15,16,17,19,15,15,15,0,1,0,0,0,1,1,1,7,0.247
1437,20,11,"gua",2,3,3,6,"leon",7,21,1432,11,20,15,15,15,16,15,16,17,19,15,15,15,0,1,0,0,0,1,1,1,7,0.247
1438,20,11,"gua",2,3,3,6,"leon",7,21,1433,11,20,15,15,15,15,15,15,17,19,15,15,15,1,1,1,0,0,1,1,1,7,0.247
1439,20,11,"gua",2,3,3,6,"leon",7,7,1434,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1440,20,11,"gua",2,6,3,6,"leon",7,7,1435,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1441,20,11,"gua",2,6,6,6,"leon",7,7,1436,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1442,20,11,"gua",2,6,3,6,"leon",7,7,1437,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1443,20,11,"gua",2,6,3,6,"leon",7,7,1438,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1444,20,11,"gua",2,6,6,6,"leon",5,7,1439,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1445,20,11,"gua",2,6,6,6,"leon",5,7,1440,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1446,20,11,"gua",2,6,6,6,"leon",5,7,1441,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1447,20,11,"gua",2,6,6,6,"leon",5,7,1442,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1448,20,11,"gua",2,6,6,6,"leon",5,7,1443,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1449,20,11,"gua",2,6,6,6,"leon",7,7,1444,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1450,20,11,"gua",2,3,3,6,"leon",7,21,1445,11,20,15,15,15,15,15,15,17,19,15,15,15,1,1,1,0,0,1,1,1,7,0.247
1451,20,11,"gua",2,3,3,6,"leon",7,21,1446,11,20,15,15,15,16,15,16,17,19,15,15,15,0,1,0,0,0,1,1,1,7,0.247
1452,20,11,"gua",2,3,3,6,"leon",7,21,1447,11,20,15,15,15,16,15,16,17,19,15,15,15,0,1,0,0,0,1,1,1,7,0.247
1453,20,11,"gua",2,3,3,6,"leon",7,21,1448,11,20,15,15,15,16,15,16,17,19,15,15,15,0,1,0,0,0,1,1,1,7,0.247
1454,20,11,"gua",2,6,6,6,"leon",5,7,1449,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1455,20,11,"gua",2,6,6,6,"leon",5,7,1450,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1456,20,11,"gua",2,6,6,6,"leon",5,7,1451,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1457,20,11,"gua",2,5,6,6,"leon",5,7,1452,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1458,20,11,"gua",2,5,5,5,"leon",5,7,1453,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1459,20,11,"gua",2,5,5,5,"leon",5,7,1454,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1460,20,11,"gua",2,6,6,6,"leon",5,7,1455,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1461,20,11,"gua",2,6,6,6,"leon",5,7,1456,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1462,20,11,"gua",2,6,6,6,"leon",5,7,1457,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1463,20,11,"gua",2,5,6,5,"leon",6,7,1458,11,20,19,19,18,15,19,15,18,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1464,20,11,"gua",2,5,6,5,"leon",5,5,1459,11,20,18,18,17,18,18,18,15,18,18,17,16,1,1,1,0,1,1,0,0,6,0.455
1465,20,11,"gua",2,5,6,5,"leon",5,5,1460,11,20,18,18,17,18,18,18,15,18,18,17,16,1,1,1,0,1,1,0,0,6,0.455
1466,20,11,"gua",2,5,6,5,"leon",5,5,1461,11,20,18,18,17,20,18,20,15,18,18,17,16,0,1,0,0,1,1,0,0,6,0.455
1467,20,11,"gua",2,5,6,5,"leon",5,5,1462,11,20,18,18,17,20,18,20,15,18,18,17,16,0,1,0,0,1,1,0,0,6,0.455
1468,20,11,"gua",2,5,6,5,"leon",5,6,1463,11,20,18,18,19,20,18,20,15,18,18,19,16,0,1,0,0,1,1,0,0,6,0.455
1469,20,11,"gua",2,5,6,5,"leon",5,6,1464,11,20,18,18,19,20,18,20,15,18,18,19,16,0,1,0,0,1,1,0,0,6,0.455
1470,20,11,"gua",2,3,3,3,"leon",4,3,1465,11,20,17,16,16,16,16,16,20,17,16,16,17,0,0,0,0,1,1,1,0,3,0.344
1471,20,11,"gua",2,3,5,3,"leon",3,3,1466,11,20,17,16,16,16,16,16,20,17,16,16,17,0,0,0,0,1,1,1,0,3,0.344
1472,20,11,"gua",2,3,3,3,"leon",4,3,1467,11,20,17,16,16,16,16,16,20,17,16,16,17,0,0,0,0,1,1,1,0,3,0.344
1473,20,11,"gua",2,3,5,3,"leon",3,3,1468,11,20,17,16,16,19,16,19,20,17,16,16,17,0,0,0,0,1,1,1,0,3,0.344
1474,20,11,"gua",2,3,3,6,"leon",4,4,1469,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1475,20,11,"gua",2,3,3,6,"leon",4,4,1470,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1476,20,11,"gua",2,3,3,6,"leon",4,4,1471,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1477,20,11,"gua",2,3,5,3,"leon",5,3,1472,11,20,17,20,16,19,20,19,20,20,20,16,17,0,0,0,0,0,1,0,0,3,0.344
1478,20,11,"gua",2,3,5,3,"leon",3,3,1473,11,20,17,16,16,19,16,19,20,17,16,16,17,0,0,0,0,1,1,1,0,3,0.344
1479,20,11,"gua",2,3,3,3,"leon",4,4,1474,11,20,16,16,20,16,16,16,16,16,16,20,20,1,1,1,1,1,1,0,0,4,0.495
1480,20,11,"gua",2,3,3,3,"leon",4,3,1475,11,20,17,16,16,16,16,16,20,17,16,16,17,0,0,0,0,1,1,1,0,3,0.344
1481,20,11,"gua",2,3,3,3,"leon",4,4,1476,11,20,16,16,20,16,16,16,16,16,16,20,20,1,1,1,1,1,1,0,0,4,0.495
1482,20,11,"gua",2,3,3,6,"leon",4,4,1477,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1483,20,11,"gua",2,5,5,5,"leon",5,5,1478,11,20,20,20,17,20,20,20,15,20,20,17,19,1,1,1,0,1,1,0,0,5,0.351
1484,20,11,"gua",2,5,5,5,"leon",5,5,1479,11,20,20,20,17,20,20,20,15,20,20,17,19,1,1,1,0,1,1,0,0,5,0.351
1485,20,11,"gua",2,3,3,6,"leon",4,4,1480,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1486,20,11,"gua",2,3,3,6,"leon",4,4,1481,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1487,20,11,"gua",2,3,3,6,"leon",4,4,1482,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1488,20,11,"gua",2,3,3,6,"leon",4,4,1483,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1489,20,11,"gua",2,3,3,6,"leon",4,4,1484,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1490,20,11,"gua",2,5,5,5,"leon",5,5,1485,11,20,20,20,17,20,20,20,15,20,20,17,19,1,1,1,0,1,1,0,0,5,0.351
1491,20,11,"gua",2,5,5,5,"leon",5,5,1486,11,20,20,20,17,20,20,20,15,20,20,17,19,1,1,1,0,1,1,0,0,5,0.351
1492,20,11,"gua",2,5,5,5,"leon",5,5,1487,11,20,20,20,17,20,20,20,15,20,20,17,19,1,1,1,0,1,1,0,0,5,0.351
1493,20,11,"gua",2,5,5,5,"leon",5,5,1488,11,20,20,20,17,20,20,20,15,20,20,17,19,1,1,1,0,1,1,0,0,5,0.351
1494,20,11,"gua",2,5,5,5,"leon",5,5,1489,11,20,20,20,17,20,20,20,15,20,20,17,19,1,1,1,0,1,1,0,0,5,0.351
1495,20,11,"gua",2,3,3,6,"leon",4,4,1490,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1497,20,11,"gua",2,3,3,6,"leon",4,4,1491,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1498,20,11,"gua",2,3,3,6,"leon",4,4,1492,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1499,20,11,"gua",2,3,3,6,"leon",4,4,1493,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1501,20,11,"gua",2,5,6,5,"leon",5,6,1494,11,20,18,18,19,20,18,20,15,18,18,19,16,0,1,0,0,1,1,0,0,6,0.455
1502,20,11,"gua",2,5,6,5,"leon",5,6,1495,11,20,18,18,19,20,18,20,15,18,18,19,16,0,1,0,0,1,1,0,0,6,0.455
1503,20,11,"gua",2,3,3,6,"leon",4,4,1496,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1504,20,11,"gua",2,3,3,6,"leon",4,4,1497,11,20,16,17,20,17,17,17,16,16,17,20,20,0,0,0,1,1,1,0,0,4,0.495
1505,20,11,"gua",2,3,3,6,"leon",4,4,1498,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1506,20,11,"gua",2,3,3,6,"leon",4,4,1499,11,20,16,17,20,16,17,16,16,16,17,20,20,1,0,1,1,1,1,0,0,4,0.495
1507,20,11,"gua",2,5,6,5,"leon",5,6,1500,11,20,18,18,19,20,18,20,15,18,18,19,16,0,1,0,0,1,1,0,0,6,0.455
1508,20,11,"gua",2,3,3,6,"leon",4,4,1501,11,20,16,17,20,17,17,17,16,16,17,20,20,0,0,0,1,1,1,0,0,4,0.495
1509,20,11,"gua",2,3,3,6,"leon",4,4,1502,11,20,16,17,20,17,17,17,16,16,17,20,20,0,0,0,1,1,1,0,0,4,0.495
1510,20,11,"gua",2,6,3,6,"leon",4,4,1503,11,20,16,17,20,17,17,17,16,16,17,20,20,0,0,0,1,1,1,0,0,4,0.495
1511,20,11,"gua",2,5,6,5,"leon",5,6,1504,11,20,18,18,19,20,18,20,15,18,18,19,16,0,1,0,0,1,1,0,0,6,0.455
1512,20,11,"gua",2,6,3,6,"leon",4,4,1505,11,20,16,17,20,17,17,17,16,16,17,20,20,0,0,0,1,1,1,0,0,4,0.495
1513,20,11,"gua",2,6,3,6,"leon",4,4,1506,11,20,16,17,20,17,17,17,16,16,17,20,20,0,0,0,1,1,1,0,0,4,0.495
1514,20,11,"gua",3,6,6,6,"leon",5,7,1507,11,20,19,19,18,15,19,15,19,15,19,18,18,0,1,0,1,0,1,0,0,7,0.244
1515,20,11,"gua",3,6,6,6,"leon",5,7,1508,11,20,19,19,18,15,19,15,19,15,19,18,18,0,1,0,1,0,1,0,0,7,0.244
1516,20,11,"gua",3,6,6,6,"leon",7,7,1509,11,20,19,19,18,15,19,15,19,15,19,18,18,0,1,0,1,0,1,0,0,7,0.244
1517,20,11,"gua",3,6,6,6,"leon",7,7,1510,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1518,20,11,"gua",3,6,6,6,"leon",7,7,1511,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1519,20,11,"gua",3,6,6,6,"leon",6,7,1512,11,20,19,19,18,15,19,15,19,15,19,18,18,0,1,0,1,0,1,0,0,7,0.244
1520,20,11,"gua",3,6,6,6,"leon",6,7,1513,11,20,19,19,18,15,19,15,19,15,19,18,18,0,1,0,1,0,1,0,0,7,0.244
1521,20,11,"gua",3,6,6,6,"leon",5,7,1514,11,20,19,19,18,15,19,15,19,15,19,18,18,0,1,0,1,0,1,0,0,7,0.244
1522,20,11,"gua",3,5,6,5,"leon",6,6,1515,11,20,19,19,19,18,19,18,18,15,19,19,18,0,1,0,0,0,1,1,0,7,0.244
1523,20,11,"gua",3,6,6,6,"leon",6,6,1516,11,20,19,19,19,18,19,18,18,15,19,19,18,0,1,0,0,0,1,1,0,7,0.244
1524,20,11,"gua",3,6,6,6,"leon",6,6,1517,11,20,19,19,19,18,19,18,19,15,19,19,18,0,1,0,1,0,1,1,0,7,0.244
1525,20,11,"gua",3,6,6,6,"leon",6,7,1518,11,20,19,19,18,15,19,15,19,15,19,18,18,0,1,0,1,0,1,0,0,7,0.244
1526,20,11,"gua",3,6,6,6,"leon",6,7,1519,11,20,19,19,18,15,19,15,19,15,19,18,18,0,1,0,1,0,1,0,0,7,0.244
1527,20,11,"gua",3,6,6,6,"leon",6,7,1520,11,20,19,19,18,15,19,15,19,15,19,18,18,0,1,0,1,0,1,0,0,7,0.244
1528,20,11,"gua",3,6,6,6,"leon",6,7,1521,11,20,19,19,18,15,19,15,19,15,19,18,18,0,1,0,1,0,1,0,0,7,0.244
1529,20,11,"gua",3,6,6,6,"leon",6,7,1522,11,20,19,19,18,15,19,15,19,15,19,18,18,0,1,0,1,0,1,0,0,7,0.244
1530,20,11,"gua",3,6,6,6,"leon",6,7,1523,11,20,19,19,18,15,19,15,17,15,19,18,18,0,1,0,0,0,1,0,0,7,0.244
1531,20,11,"gua",3,6,6,6,"leon",7,21,1524,11,20,15,15,15,15,15,15,17,19,15,15,15,1,1,1,0,0,1,1,1,7,0.247
1532,20,11,"gua",3,6,6,6,"leon",7,21,1525,11,20,15,15,15,15,15,15,17,19,15,15,15,1,1,1,0,0,1,1,1,7,0.247
1533,20,11,"gua",3,6,6,6,"leon",7,21,1526,11,20,15,15,15,15,15,15,17,19,15,15,15,1,1,1,0,0,1,1,1,7,0.247
1534,20,11,"gua",3,6,6,11,"leon",6,6,1527,11,20,18,19,19,15,19,15,19,15,19,19,16,0,0,0,0,0,1,1,0,6,0.455
1535,20,11,"gua",3,6,6,11,"leon",6,6,1528,11,20,18,19,19,15,19,15,19,15,19,19,16,0,0,0,0,0,1,1,0,6,0.455
1536,20,11,"gua",3,6,6,11,"leon",6,6,1529,11,20,18,19,19,18,19,18,19,15,19,19,16,1,0,1,0,0,1,1,0,6,0.455
1537,20,11,"gua",3,6,6,11,"leon",6,6,1530,11,20,19,19,19,18,19,18,19,15,19,19,18,0,1,0,1,0,1,1,0,7,0.244
1538,20,11,"gua",3,6,6,6,"leon",6,6,1531,11,20,19,19,19,18,19,18,19,15,19,19,18,0,1,0,1,0,1,1,0,7,0.244
1539,20,11,"gua",3,6,6,6,"leon",6,6,1532,11,20,19,19,19,18,19,18,19,15,19,19,18,0,1,0,1,0,1,1,0,7,0.244
1540,20,11,"gua",3,6,6,6,"leon",6,6,1533,11,20,19,19,19,18,19,18,19,15,19,19,18,0,1,0,1,0,1,1,0,7,0.244
1541,20,11,"gua",3,6,6,6,"leon",6,6,1534,11,20,19,19,19,18,19,18,18,15,19,19,18,0,1,0,0,0,1,1,0,7,0.244
1542,20,11,"gua",3,5,6,5,"leon",6,6,1535,11,20,19,19,19,18,19,18,18,15,19,19,18,0,1,0,0,0,1,1,0,7,0.244
1543,20,11,"gua",3,5,6,5,"leon",6,6,1536,11,20,19,19,19,18,19,18,18,15,19,19,18,0,1,0,0,0,1,1,0,7,0.244
1544,20,11,"gua",3,5,6,5,"leon",6,6,1537,11,20,19,19,19,18,19,18,18,15,19,19,18,0,1,0,0,0,1,1,0,7,0.244
1545,20,11,"gua",3,5,6,5,"leon",6,6,1538,11,20,19,19,19,18,19,18,18,15,19,19,18,0,1,0,0,0,1,1,0,7,0.244
1546,20,11,"gua",3,5,6,5,"leon",6,6,1539,11,20,18,19,19,18,19,18,18,15,19,19,16,1,0,1,1,0,1,1,0,6,0.455
1547,20,11,"gua",3,5,6,5,"leon",6,6,1540,11,20,18,19,19,18,19,18,18,15,19,19,16,1,0,1,1,0,1,1,0,6,0.455
1548,20,11,"gua",3,5,6,5,"leon",6,6,1541,11,20,18,19,19,18,19,18,18,15,19,19,16,1,0,1,1,0,1,1,0,6,0.455
