"seccion","munn.x","mun","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2005","disloc2015","disloc2018","X","edon.y","munn.y","escenario1","escenario2","escenario3_c8","pan_clv1","pan_clv1.1","esc1_panCLV1","esc1_panCLV1.1","SQ","dsiSQ_E3"
56,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,56,12,1,18,18,7,7,7,0,0,3,1
57,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,57,12,1,18,18,7,7,7,0,0,3,1
58,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,58,12,1,18,18,7,7,7,0,0,3,1
59,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,59,12,1,18,18,7,7,7,0,0,3,1
60,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,60,12,1,18,18,7,7,7,0,0,3,1
61,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,61,12,1,18,18,7,7,7,0,0,3,1
62,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,62,12,1,18,18,7,7,7,0,0,3,1
63,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,63,12,1,18,18,7,7,7,0,0,3,1
64,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,64,12,1,18,18,9,9,9,0,0,4,1
65,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,65,12,1,18,18,9,9,9,0,0,4,1
66,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,66,12,1,18,18,9,9,9,0,0,4,1
67,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,67,12,1,18,18,9,9,9,0,0,4,1
68,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,68,12,1,18,18,9,9,9,0,0,4,1
69,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,69,12,1,24,24,9,9,9,0,0,4,1
70,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,70,12,1,24,24,9,9,9,0,0,4,1
71,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,71,12,1,18,18,9,9,9,0,0,4,1
72,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,72,12,1,18,18,9,9,9,0,0,4,1
73,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,73,12,1,18,18,9,9,9,0,0,4,1
74,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,74,12,1,18,18,9,9,9,0,0,4,1
75,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,75,12,1,18,18,9,9,9,0,0,4,1
76,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,76,12,1,18,18,7,7,7,0,0,3,1
77,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,77,12,1,18,18,7,7,7,0,0,3,1
78,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,78,12,1,18,18,7,7,7,0,0,3,1
79,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,79,12,1,18,18,7,7,7,0,0,3,1
80,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,80,12,1,18,18,7,7,7,0,0,3,1
81,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,81,12,1,18,18,7,7,7,0,0,3,1
82,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,82,12,1,18,18,9,9,9,0,0,4,1
83,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,83,12,1,18,18,9,9,9,0,0,4,1
84,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,84,12,1,18,18,7,7,7,0,0,3,1
85,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,85,12,1,18,18,9,9,9,0,0,4,1
86,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,86,12,1,18,18,9,9,9,0,0,4,1
87,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,87,12,1,18,18,9,9,9,0,0,4,1
88,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,88,12,1,18,18,9,9,9,0,0,4,1
89,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,89,12,1,18,18,9,9,9,0,0,4,1
90,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,90,12,1,18,18,9,9,9,0,0,4,1
91,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,91,12,1,24,24,9,9,9,0,0,4,1
92,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,92,12,1,24,24,9,9,9,0,0,4,1
93,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,93,12,1,24,24,9,9,9,0,0,4,1
94,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,94,12,1,18,18,9,9,9,0,0,4,1
95,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,95,12,1,18,18,7,7,7,0,0,3,1
96,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,96,12,1,18,18,7,7,7,0,0,3,1
97,1,"Acapulco De Juárez",12,"gue",4,10,4,4,17,3,3,97,12,1,18,18,7,7,7,0,0,3,1
98,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,98,12,1,24,24,9,9,9,0,0,4,1
99,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,99,12,1,24,24,9,9,9,0,0,4,1
100,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,100,12,1,24,24,9,9,9,0,0,4,1
101,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,101,12,1,24,24,9,9,9,0,0,4,1
102,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,102,12,1,24,24,9,9,9,0,0,4,1
103,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,103,12,1,24,24,9,9,9,0,0,4,1
104,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,104,12,1,24,24,9,9,9,0,0,4,1
105,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,105,12,1,24,24,9,9,9,0,0,4,1
106,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,106,12,1,24,24,9,9,9,0,0,4,1
107,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,107,12,1,24,24,9,9,9,0,0,4,1
108,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,108,12,1,24,24,9,9,9,0,0,4,1
109,1,"Acapulco De Juárez",12,"gue",4,10,4,4,5,4,4,109,12,1,24,24,9,9,9,0,0,4,1
110,1,"Acapulco De Juárez",12,"gue",7,10,4,4,16,8,8,110,12,1,24,24,4,4,4,0,0,8,0.988
111,1,"Acapulco De Juárez",12,"gue",7,9,4,4,13,5,5,111,12,1,22,22,5,5,5,0,0,5,1
112,1,"Acapulco De Juárez",12,"gue",7,9,4,9,13,9,9,112,12,1,20,20,6,6,6,0,0,9,1
113,1,"Acapulco De Juárez",12,"gue",7,9,4,9,13,9,9,113,12,1,20,20,6,6,6,0,0,9,1
114,1,"Acapulco De Juárez",12,"gue",7,9,4,9,13,9,9,114,12,1,20,20,6,6,6,0,0,9,1
115,1,"Acapulco De Juárez",12,"gue",7,9,9,9,13,9,9,115,12,1,20,20,6,6,6,0,0,9,1
116,1,"Acapulco De Juárez",12,"gue",7,9,9,9,13,9,9,116,12,1,20,20,6,6,6,0,0,9,1
117,1,"Acapulco De Juárez",12,"gue",7,9,9,9,13,9,9,117,12,1,20,20,6,6,6,0,0,9,1
118,1,"Acapulco De Juárez",12,"gue",7,9,9,9,13,9,9,118,12,1,20,20,6,6,6,0,0,9,1
119,1,"Acapulco De Juárez",12,"gue",7,9,9,9,13,9,9,119,12,1,20,20,6,6,6,0,0,9,1
120,1,"Acapulco De Juárez",12,"gue",7,9,4,9,13,9,9,120,12,1,20,20,6,6,6,0,0,9,1
121,1,"Acapulco De Juárez",12,"gue",7,9,4,4,13,5,5,121,12,1,22,22,5,5,5,0,0,5,1
122,1,"Acapulco De Juárez",12,"gue",7,9,4,4,13,5,5,122,12,1,22,22,5,5,5,0,0,5,1
123,1,"Acapulco De Juárez",12,"gue",7,10,4,4,16,8,8,123,12,1,24,24,4,4,4,0,0,8,0.988
124,1,"Acapulco De Juárez",12,"gue",7,10,4,4,16,8,8,124,12,1,24,24,4,4,4,0,0,8,0.988
125,1,"Acapulco De Juárez",12,"gue",7,10,4,4,16,8,8,125,12,1,24,24,4,4,4,0,0,8,0.988
126,1,"Acapulco De Juárez",12,"gue",7,10,4,4,16,8,8,126,12,1,24,24,4,4,4,0,0,8,0.988
127,1,"Acapulco De Juárez",12,"gue",7,9,4,4,13,5,5,127,12,1,22,22,5,5,5,0,0,5,1
128,1,"Acapulco De Juárez",12,"gue",7,9,4,4,13,5,5,128,12,1,22,22,5,5,5,0,0,5,1
129,1,"Acapulco De Juárez",12,"gue",7,9,9,4,13,5,5,129,12,1,22,22,5,5,5,0,0,5,1
130,1,"Acapulco De Juárez",12,"gue",7,9,9,4,13,5,5,130,12,1,22,22,5,5,5,0,0,5,1
131,1,"Acapulco De Juárez",12,"gue",7,9,9,4,13,5,5,131,12,1,22,22,5,5,5,0,0,5,1
132,1,"Acapulco De Juárez",12,"gue",7,9,9,9,13,9,9,132,12,1,22,22,6,6,6,0,0,9,1
133,1,"Acapulco De Juárez",12,"gue",7,9,9,9,13,9,9,133,12,1,22,22,6,6,6,0,0,9,1
134,1,"Acapulco De Juárez",12,"gue",7,9,9,9,13,9,9,134,12,1,20,20,6,6,6,0,0,9,1
135,1,"Acapulco De Juárez",12,"gue",7,9,9,9,13,9,9,135,12,1,20,20,6,6,6,0,0,9,1
136,1,"Acapulco De Juárez",12,"gue",7,9,9,9,13,9,9,136,12,1,20,20,6,6,6,0,0,9,1
137,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,9,9,137,12,1,21,21,6,6,6,0,0,9,1
138,1,"Acapulco De Juárez",12,"gue",7,9,9,9,13,9,9,138,12,1,22,22,6,6,6,0,0,9,1
139,1,"Acapulco De Juárez",12,"gue",7,9,9,4,13,5,5,139,12,1,22,22,5,5,5,0,0,5,1
140,1,"Acapulco De Juárez",12,"gue",7,9,9,4,13,5,5,140,12,1,22,22,5,5,5,0,0,5,1
141,1,"Acapulco De Juárez",12,"gue",7,9,9,4,13,5,5,141,12,1,22,22,5,5,5,0,0,5,1
142,1,"Acapulco De Juárez",12,"gue",7,9,9,4,13,5,5,142,12,1,22,22,5,5,5,0,0,5,1
143,1,"Acapulco De Juárez",12,"gue",7,9,4,4,26,5,5,143,12,1,22,22,5,5,5,0,0,5,1
144,1,"Acapulco De Juárez",12,"gue",7,9,4,4,26,5,5,144,12,1,22,22,5,5,5,0,0,5,1
145,1,"Acapulco De Juárez",12,"gue",7,9,9,4,26,5,5,145,12,1,22,22,5,5,5,0,0,5,1
146,1,"Acapulco De Juárez",12,"gue",7,9,9,4,26,5,5,146,12,1,22,22,5,5,5,0,0,5,1
147,1,"Acapulco De Juárez",12,"gue",7,9,9,4,13,5,5,147,12,1,22,22,5,5,5,0,0,5,1
148,1,"Acapulco De Juárez",12,"gue",7,9,9,4,13,5,5,148,12,1,22,22,5,5,5,0,0,5,1
149,1,"Acapulco De Juárez",12,"gue",7,9,9,9,13,6,6,149,12,1,22,22,8,8,8,0,0,6,1
150,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,150,12,1,21,21,8,8,8,0,0,6,1
151,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,9,9,151,12,1,21,21,6,6,6,0,0,9,1
152,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,9,9,152,12,1,21,21,6,6,6,0,0,9,1
153,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,9,9,153,12,1,21,21,6,6,6,0,0,9,1
154,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,9,9,154,12,1,21,21,6,6,6,0,0,9,1
155,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,9,9,155,12,1,21,21,6,6,6,0,0,9,1
156,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,9,9,156,12,1,21,21,6,6,6,0,0,9,1
157,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,157,12,1,21,21,8,8,8,0,0,6,1
158,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,158,12,1,21,21,8,8,8,0,0,6,1
159,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,159,12,1,21,21,8,8,8,0,0,6,1
160,1,"Acapulco De Juárez",12,"gue",7,9,9,9,26,6,6,160,12,1,22,22,8,8,8,0,0,6,1
161,1,"Acapulco De Juárez",12,"gue",7,9,9,9,26,6,6,161,12,1,22,22,8,8,8,0,0,6,1
162,1,"Acapulco De Juárez",12,"gue",7,9,9,4,26,5,5,162,12,1,22,22,5,5,5,0,0,5,1
163,1,"Acapulco De Juárez",12,"gue",7,9,4,4,26,5,5,163,12,1,22,22,5,5,5,0,0,5,1
164,1,"Acapulco De Juárez",12,"gue",7,9,4,4,26,5,5,164,12,1,22,22,5,5,5,0,0,5,1
165,1,"Acapulco De Juárez",12,"gue",7,9,4,4,26,5,5,165,12,1,22,22,5,5,5,0,0,5,1
166,1,"Acapulco De Juárez",12,"gue",7,10,4,4,16,8,8,166,12,1,24,24,4,4,4,0,0,8,0.988
167,1,"Acapulco De Juárez",12,"gue",7,10,4,4,16,8,8,167,12,1,24,24,4,4,4,0,0,8,0.988
168,1,"Acapulco De Juárez",12,"gue",7,10,4,4,16,8,8,168,12,1,24,24,4,4,4,0,0,8,0.988
169,1,"Acapulco De Juárez",12,"gue",7,10,4,4,17,5,5,169,12,1,18,18,5,5,5,0,0,5,1
170,1,"Acapulco De Juárez",12,"gue",7,9,4,4,26,5,5,170,12,1,22,22,5,5,5,0,0,5,1
171,1,"Acapulco De Juárez",12,"gue",7,9,4,4,26,5,5,171,12,1,22,22,5,5,5,0,0,5,1
172,1,"Acapulco De Juárez",12,"gue",7,9,9,9,26,6,6,172,12,1,22,22,8,8,8,0,0,6,1
173,1,"Acapulco De Juárez",12,"gue",7,9,9,9,26,6,6,173,12,1,22,22,8,8,8,0,0,6,1
174,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,174,12,1,21,21,8,8,8,0,0,6,1
175,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,175,12,1,21,21,8,8,8,0,0,6,1
176,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,176,12,1,21,21,8,8,8,0,0,6,1
177,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,177,12,1,21,21,8,8,8,0,0,6,1
178,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,178,12,1,21,21,8,8,8,0,0,6,1
179,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,179,12,1,21,21,8,8,8,0,0,6,1
180,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,180,12,1,21,21,8,8,8,0,0,6,1
181,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,181,12,1,21,21,8,8,8,0,0,6,1
182,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,182,12,1,21,21,8,8,8,0,0,6,1
183,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,183,12,1,21,21,8,8,8,0,0,6,1
184,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,184,12,1,21,21,8,8,8,0,0,6,1
185,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,185,12,1,21,21,8,8,8,0,0,6,1
186,1,"Acapulco De Juárez",12,"gue",7,9,9,9,26,6,6,186,12,1,22,22,8,8,8,0,0,6,1
187,1,"Acapulco De Juárez",12,"gue",7,9,4,9,26,6,6,187,12,1,22,22,8,8,8,0,0,6,1
188,1,"Acapulco De Juárez",12,"gue",7,9,4,9,26,6,6,188,12,1,22,22,8,8,8,0,0,6,1
189,1,"Acapulco De Juárez",12,"gue",7,9,4,9,26,6,6,189,12,1,22,22,8,8,8,0,0,6,1
190,1,"Acapulco De Juárez",12,"gue",7,9,4,9,26,6,6,190,12,1,22,22,8,8,8,0,0,6,1
191,1,"Acapulco De Juárez",12,"gue",7,9,4,4,26,5,5,191,12,1,22,22,5,5,5,0,0,5,1
192,1,"Acapulco De Juárez",12,"gue",7,10,4,4,17,5,5,192,12,1,18,18,5,5,5,0,0,5,1
193,1,"Acapulco De Juárez",12,"gue",7,10,4,4,17,4,4,193,12,1,18,18,9,9,9,0,0,4,1
194,1,"Acapulco De Juárez",12,"gue",7,10,4,4,17,4,4,194,12,1,18,18,9,9,9,0,0,4,1
195,1,"Acapulco De Juárez",12,"gue",7,10,4,4,26,5,5,195,12,1,19,19,5,5,5,0,0,5,1
196,1,"Acapulco De Juárez",12,"gue",7,10,4,4,26,5,5,196,12,1,19,19,5,5,5,0,0,5,1
197,1,"Acapulco De Juárez",12,"gue",7,9,4,4,26,5,5,197,12,1,19,19,5,5,5,0,0,5,1
198,1,"Acapulco De Juárez",12,"gue",7,10,4,4,26,3,3,198,12,1,19,19,7,7,7,0,0,3,1
199,1,"Acapulco De Juárez",12,"gue",7,9,4,9,26,6,6,199,12,1,22,22,8,8,8,0,0,6,1
200,1,"Acapulco De Juárez",12,"gue",7,9,4,9,26,6,6,200,12,1,22,22,8,8,8,0,0,6,1
201,1,"Acapulco De Juárez",12,"gue",7,9,9,9,26,6,6,201,12,1,22,22,8,8,8,0,0,6,1
202,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,202,12,1,22,22,8,8,8,0,0,6,1
203,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,203,12,1,21,21,8,8,8,0,0,6,1
204,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,204,12,1,21,21,8,8,8,0,0,6,1
205,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,205,12,1,21,21,8,8,8,0,0,6,1
206,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,206,12,1,21,21,8,8,8,0,0,6,1
207,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,207,12,1,21,21,8,8,8,0,0,6,1
208,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,208,12,1,21,21,8,8,8,0,0,6,1
209,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,209,12,1,21,21,8,8,8,0,0,6,1
210,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,210,12,1,21,21,8,8,8,0,0,6,1
211,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,211,12,1,21,21,8,8,8,0,0,6,1
212,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,212,12,1,21,21,8,8,8,0,0,6,1
213,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,213,12,1,21,21,8,8,8,0,0,6,1
214,1,"Acapulco De Juárez",12,"gue",7,9,9,9,28,6,6,214,12,1,22,22,8,8,8,0,0,6,1
215,1,"Acapulco De Juárez",12,"gue",7,10,9,9,26,6,6,215,12,1,22,22,8,8,8,0,0,6,1
216,1,"Acapulco De Juárez",12,"gue",7,10,9,4,26,3,3,216,12,1,19,19,7,7,7,0,0,3,1
217,1,"Acapulco De Juárez",12,"gue",7,10,9,4,26,3,3,217,12,1,19,19,7,7,7,0,0,3,1
218,1,"Acapulco De Juárez",12,"gue",7,10,4,4,26,3,3,218,12,1,19,19,7,7,7,0,0,3,1
219,1,"Acapulco De Juárez",12,"gue",7,10,4,4,26,3,3,219,12,1,19,19,7,7,7,0,0,3,1
220,1,"Acapulco De Juárez",12,"gue",7,10,4,4,26,3,3,220,12,1,19,19,7,7,7,0,0,3,1
221,1,"Acapulco De Juárez",12,"gue",7,10,4,4,17,5,5,221,12,1,19,19,5,5,5,0,0,5,1
222,1,"Acapulco De Juárez",12,"gue",7,10,4,4,17,5,5,222,12,1,19,19,5,5,5,0,0,5,1
223,1,"Acapulco De Juárez",12,"gue",7,10,4,4,17,5,5,223,12,1,19,19,5,5,5,0,0,5,1
224,1,"Acapulco De Juárez",12,"gue",7,10,4,4,17,5,5,224,12,1,19,19,5,5,5,0,0,5,1
225,1,"Acapulco De Juárez",12,"gue",7,10,4,4,17,5,5,225,12,1,19,19,5,5,5,0,0,5,1
226,1,"Acapulco De Juárez",12,"gue",7,10,4,4,17,5,5,226,12,1,19,19,5,5,5,0,0,5,1
227,1,"Acapulco De Juárez",12,"gue",7,10,4,4,17,5,5,227,12,1,19,19,5,5,5,0,0,5,1
