"seccion","munn.x","ife","mun","edon.x","lisnom","disfed1979","disfed1997","disfed2006","disfed2018","disloc2010","cab2010","disloc2018","nota","X","edon.y","munn.y","escenario1","escenario2","escenario3_cg","escenario3_jge","iee1","panal_cnv1","pan_clv1","pan_clv2","escenario3_tribunal","esc1_IEE1","esc1_panalCNV1","esc1_panCLV1","esc2_panCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
1099,184,20184,"SAN JUAN CACAHUATEPEC",20,1266,7,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",1099,20,184,8,16,21,19,15,8,21,19,21,0,1,0,0,11,0.331,0.973,10,0.757
1100,184,20184,"SAN JUAN CACAHUATEPEC",20,1593,7,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",1100,20,184,8,16,21,19,15,8,21,19,21,0,1,0,0,11,0.331,0.973,10,0.757
1101,184,20184,"SAN JUAN CACAHUATEPEC",20,819,7,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",1101,20,184,8,16,21,19,15,8,21,19,21,0,1,0,0,11,0.331,0.973,10,0.757
1102,184,20184,"SAN JUAN CACAHUATEPEC",20,932,7,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",1102,20,184,8,16,21,19,15,8,21,19,21,0,1,0,0,11,0.331,0.973,10,0.757
1103,184,20184,"SAN JUAN CACAHUATEPEC",20,518,7,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",1103,20,184,8,16,21,19,15,8,21,19,21,0,1,0,0,11,0.331,0.973,10,0.757
1104,184,20184,"SAN JUAN CACAHUATEPEC",20,399,7,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",1104,20,184,8,16,21,19,15,8,21,19,21,0,1,0,0,11,0.331,0.973,10,0.757
1105,184,20184,"SAN JUAN CACAHUATEPEC",20,339,7,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",1105,20,184,8,16,21,19,15,8,21,19,21,0,1,0,0,11,0.331,0.973,10,0.757
1106,185,20185,"SAN JUAN CHICOMEZUCHIL",20,268,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1106,20,185,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1107,186,20186,"SAN JUAN CHILATECA",20,1159,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",1107,20,186,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.301,0.678,23,0.386
1108,187,20187,"CHIQUIHUITLAN DE BENITO JUAREZ",20,792,2,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1108,20,187,4,2,15,15,17,4,16,15,15,0,1,0,0,17,0.214,0.758,4,0.23
1109,187,20187,"CHIQUIHUITLAN DE BENITO JUAREZ",20,994,2,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1109,20,187,4,2,15,15,17,4,16,15,15,0,1,0,0,17,0.214,0.758,4,0.23
1110,188,20188,"SAN JUAN CIENEGUILLA",20,449,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",5,"",1110,20,188,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1111,189,20189,"SAN JUAN COATZOSPAM",20,1417,4,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1111,20,189,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.14,0.758,4,0.23
1112,190,20190,"SAN JUAN COLORADO",20,1464,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",1112,20,190,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
1113,190,20190,"SAN JUAN COLORADO",20,1265,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",1113,20,190,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
1114,190,20190,"SAN JUAN COLORADO",20,971,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",1114,20,190,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
1115,190,20190,"SAN JUAN COLORADO",20,1212,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",1115,20,190,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
1116,190,20190,"SAN JUAN COLORADO",20,501,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",1116,20,190,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
1117,191,20191,"SAN JUAN COMALTEPEC",20,861,2,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1117,20,191,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1118,191,20191,"SAN JUAN COMALTEPEC",20,604,2,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1118,20,191,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1119,192,20192,"SAN JUAN COTZOCON",20,0,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1119,20,192,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1120,192,20192,"SAN JUAN COTZOCON",20,1483,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1120,20,192,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1121,192,20192,"SAN JUAN COTZOCON",20,1073,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1121,20,192,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1122,192,20192,"SAN JUAN COTZOCON",20,1670,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1122,20,192,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1123,192,20192,"SAN JUAN COTZOCON",20,1460,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1123,20,192,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1124,192,20192,"SAN JUAN COTZOCON",20,3039,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1124,20,192,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1125,192,20192,"SAN JUAN COTZOCON",20,1150,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1125,20,192,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1126,192,20192,"SAN JUAN COTZOCON",20,1146,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1126,20,192,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1127,192,20192,"SAN JUAN COTZOCON",20,1418,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1127,20,192,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1128,192,20192,"SAN JUAN COTZOCON",20,155,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1128,20,192,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1129,193,20193,"SAN JUAN DE LOS CUES",20,1270,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1129,20,193,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.388,0.758,4,0.23
1130,193,20193,"SAN JUAN DE LOS CUES",20,438,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1130,20,193,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.388,0.758,4,0.23
1131,194,20194,"SAN JUAN DEL ESTADO",20,892,5,2,3,2,2,"VILLA DE ETLA",1,"",1131,20,194,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1132,194,20194,"SAN JUAN DEL ESTADO",20,943,5,2,3,2,2,"VILLA DE ETLA",1,"",1132,20,194,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1133,195,20195,"SAN JUAN DEL RIO",20,1111,2,4,4,4,4,"TLACOLULA DE MATAMOROS",20,"",1133,20,195,2,3,20,4,8,2,3,4,20,0,1,0,0,4,0.301,0.669,2,0.358
1134,196,20196,"SAN JUAN DIUXI",20,557,7,6,3,3,16,"ASUNCION NOCHIXTLAN",7,"",1134,20,196,7,9,7,7,7,7,4,7,7,1,1,0,0,16,0.585,0.377,1,0.319
1135,196,20196,"SAN JUAN DIUXI",20,318,7,6,3,3,16,"ASUNCION NOCHIXTLAN",7,"",1135,20,196,7,9,7,7,7,7,4,7,7,1,1,0,0,16,0.585,0.377,1,0.319
1136,197,20197,"SAN JUAN EVANGELISTA ANALCO",20,385,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1136,20,197,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1137,198,20198,"SAN JUAN GUELAVIA",20,1434,3,4,4,4,4,"TLACOLULA DE MATAMOROS",20,"",1137,20,198,2,4,20,8,8,2,7,8,20,0,1,0,0,4,0.301,0.669,2,0.358
1138,198,20198,"SAN JUAN GUELAVIA",20,921,3,4,4,4,4,"TLACOLULA DE MATAMOROS",20,"",1138,20,198,2,4,20,8,8,2,7,8,20,0,1,0,0,4,0.301,0.669,2,0.358
1139,199,20199,"SAN JUAN GUICHICOVI",20,876,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1139,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1140,199,20199,"SAN JUAN GUICHICOVI",20,912,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1140,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1141,199,20199,"SAN JUAN GUICHICOVI",20,1134,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1141,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1142,199,20199,"SAN JUAN GUICHICOVI",20,1326,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1142,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1143,199,20199,"SAN JUAN GUICHICOVI",20,471,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1143,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1144,199,20199,"SAN JUAN GUICHICOVI",20,958,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1144,20,199,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1145,199,20199,"SAN JUAN GUICHICOVI",20,833,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1145,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1146,199,20199,"SAN JUAN GUICHICOVI",20,512,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1146,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1147,199,20199,"SAN JUAN GUICHICOVI",20,664,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1147,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1148,199,20199,"SAN JUAN GUICHICOVI",20,661,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1148,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1149,199,20199,"SAN JUAN GUICHICOVI",20,797,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1149,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1150,199,20199,"SAN JUAN GUICHICOVI",20,797,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1150,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1151,199,20199,"SAN JUAN GUICHICOVI",20,933,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1151,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1152,199,20199,"SAN JUAN GUICHICOVI",20,473,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1152,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1153,199,20199,"SAN JUAN GUICHICOVI",20,657,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1153,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1154,199,20199,"SAN JUAN GUICHICOVI",20,940,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1154,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1155,199,20199,"SAN JUAN GUICHICOVI",20,867,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1155,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1156,199,20199,"SAN JUAN GUICHICOVI",20,894,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1156,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1157,199,20199,"SAN JUAN GUICHICOVI",20,1280,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1157,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1158,199,20199,"SAN JUAN GUICHICOVI",20,1136,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1158,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1159,199,20199,"SAN JUAN GUICHICOVI",20,856,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1159,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1160,199,20199,"SAN JUAN GUICHICOVI",20,1045,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1160,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1161,199,20199,"SAN JUAN GUICHICOVI",20,971,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1161,20,199,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1162,200,20200,"SAN JUAN IHUALTEPEC",20,491,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",5,"",1162,20,200,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1163,200,20200,"SAN JUAN IHUALTEPEC",20,227,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",5,"",1163,20,200,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1164,201,20201,"SAN JUAN JUQUILA MIXES",20,635,10,4,4,4,4,"TLACOLULA DE MATAMOROS",4,"",1164,20,201,12,19,4,4,4,12,3,4,4,0,1,0,0,20,0.276,0.828,17,0.437
1165,201,20201,"SAN JUAN JUQUILA MIXES",20,646,10,4,4,4,4,"TLACOLULA DE MATAMOROS",4,"",1165,20,201,12,19,4,4,4,12,3,4,4,0,1,0,0,20,0.276,0.828,17,0.437
1166,201,20201,"SAN JUAN JUQUILA MIXES",20,266,10,4,4,4,4,"TLACOLULA DE MATAMOROS",4,"",1166,20,201,12,19,4,4,4,12,3,4,4,0,1,0,0,20,0.276,0.828,17,0.437
1167,201,20201,"SAN JUAN JUQUILA MIXES",20,816,10,4,4,4,4,"TLACOLULA DE MATAMOROS",4,"",1167,20,201,12,19,4,4,4,12,3,4,4,0,1,0,0,20,0.276,0.828,17,0.437
1168,202,20202,"SAN JUAN JUQUILA VIJANOS",20,527,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1168,20,202,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1169,202,20202,"SAN JUAN JUQUILA VIJANOS",20,718,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1169,20,202,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1170,203,20203,"SAN JUAN LACHAO",20,1585,8,11,11,9,9,"SAN PEDRO MIXTEPEC",23,"",1170,20,203,21,17,23,23,22,21,8,13,23,0,1,0,0,9,0.939,0.894,21,0.868
1171,203,20203,"SAN JUAN LACHAO",20,1017,8,11,11,9,9,"SAN PEDRO MIXTEPEC",23,"",1171,20,203,21,17,23,23,22,21,8,13,23,0,1,0,0,9,0.939,0.894,21,0.868
1172,204,20204,"SAN JUAN LACHIGALLA",20,647,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,"",1172,20,204,19,5,20,8,10,19,8,8,20,0,1,0,0,4,0.395,0.669,2,0.358
1173,204,20204,"SAN JUAN LACHIGALLA",20,411,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,"",1173,20,204,19,5,20,8,10,19,8,8,20,0,1,0,0,4,0.395,0.669,2,0.358
1174,204,20204,"SAN JUAN LACHIGALLA",20,631,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,"",1174,20,204,19,5,20,8,10,19,8,8,20,0,1,0,0,4,0.395,0.669,2,0.358
1175,204,20204,"SAN JUAN LACHIGALLA",20,395,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,"",1175,20,204,19,5,20,8,10,19,8,8,20,0,1,0,0,4,0.395,0.669,2,0.358
1176,205,20205,"SAN JUAN LAJARCIA",20,615,10,5,10,5,4,"TLACOLULA DE MATAMOROS",20,"",1176,20,205,12,20,20,8,9,12,7,8,20,0,1,0,0,4,0.276,0.669,2,0.358
1177,206,20206,"SAN JUAN LALANA",20,1064,10,4,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1177,20,206,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1178,206,20206,"SAN JUAN LALANA",20,1629,10,4,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1178,20,206,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1179,206,20206,"SAN JUAN LALANA",20,1419,10,4,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1179,20,206,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1180,206,20206,"SAN JUAN LALANA",20,854,10,4,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1180,20,206,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1181,206,20206,"SAN JUAN LALANA",20,738,10,4,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1181,20,206,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1182,206,20206,"SAN JUAN LALANA",20,2013,10,4,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1182,20,206,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1183,206,20206,"SAN JUAN LALANA",20,1923,10,4,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1183,20,206,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.5,0.828,17,0.437
1184,207,20207,"SAN JUAN MAZATLAN",20,1236,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1184,20,207,18,19,4,6,4,18,5,6,4,0,1,0,0,20,0.435,0.828,17,0.437
1185,207,20207,"SAN JUAN MAZATLAN",20,1505,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1185,20,207,18,19,4,6,4,18,5,6,4,0,1,0,0,20,0.435,0.828,17,0.437
1186,207,20207,"SAN JUAN MAZATLAN",20,1665,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1186,20,207,18,19,4,6,4,18,5,6,4,0,1,0,0,20,0.435,0.828,17,0.437
1187,207,20207,"SAN JUAN MAZATLAN",20,1355,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1187,20,207,18,19,4,6,4,18,5,6,4,0,1,0,0,20,0.435,0.828,17,0.437
1188,207,20207,"SAN JUAN MAZATLAN",20,340,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1188,20,207,18,19,4,6,4,18,5,6,4,0,1,0,0,20,0.435,0.828,17,0.437
1189,207,20207,"SAN JUAN MAZATLAN",20,1301,10,5,7,7,20,"SAN PEDRO Y SAN PABLO AYUTLA",11,"",1189,20,207,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1190,207,20207,"SAN JUAN MAZATLAN",20,818,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1190,20,207,18,19,4,6,4,18,5,6,4,0,1,0,0,20,0.435,0.828,17,0.437
1191,207,20207,"SAN JUAN MAZATLAN",20,1060,10,5,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1191,20,207,18,19,4,6,4,18,5,6,4,0,1,0,0,20,0.435,0.828,17,0.437
1192,207,20207,"SAN JUAN MAZATLAN",20,607,10,5,7,7,20,"SAN PEDRO Y SAN PABLO AYUTLA",11,"",1192,20,207,18,19,11,6,4,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1193,208,20208,"SAN JUAN MIXTEPEC",20,519,6,6,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1193,20,208,8,7,14,14,7,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1194,208,20208,"SAN JUAN MIXTEPEC",20,707,6,6,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1194,20,208,8,7,14,14,7,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1195,208,20208,"SAN JUAN MIXTEPEC",20,1112,6,6,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1195,20,208,8,7,14,14,7,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1196,208,20208,"SAN JUAN MIXTEPEC",20,387,6,6,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1196,20,208,8,7,14,14,7,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1197,208,20208,"SAN JUAN MIXTEPEC",20,202,6,6,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1197,20,208,8,7,14,14,7,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1198,208,20208,"SAN JUAN MIXTEPEC",20,742,6,6,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1198,20,208,8,7,14,14,7,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1199,208,20208,"SAN JUAN MIXTEPEC",20,1489,6,6,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1199,20,208,8,7,14,14,7,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1200,208,20208,"SAN JUAN MIXTEPEC",20,702,6,6,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1200,20,208,8,7,14,14,7,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1201,208,20208,"SAN JUAN MIXTEPEC",20,846,6,6,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1201,20,208,8,7,14,14,7,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1202,208,20208,"SAN JUAN MIXTEPEC",20,912,6,6,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1202,20,208,8,7,14,14,7,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1203,208,20208,"SAN JUAN MIXTEPEC",20,647,6,6,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1203,20,208,8,7,14,14,7,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1204,209,20209,"SAN JUAN MIXTEPEC",20,556,9,10,10,5,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",1204,20,209,12,5,10,11,20,12,22,11,10,0,1,0,0,7,0.276,0.606,19,0.311
1205,210,20210,"SAN JUAN ÑUMI",20,1087,6,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1205,20,210,1,9,12,12,7,1,14,12,12,0,1,0,0,13,0.388,0.698,7,0.509
1206,210,20210,"SAN JUAN ÑUMI",20,1209,6,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1206,20,210,1,9,12,12,7,1,14,12,12,0,1,0,0,13,0.388,0.698,7,0.509
1207,210,20210,"SAN JUAN ÑUMI",20,981,6,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1207,20,210,1,9,12,12,7,1,14,12,12,0,1,0,0,13,0.388,0.698,7,0.509
1208,210,20210,"SAN JUAN ÑUMI",20,823,6,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1208,20,210,1,9,12,12,7,1,14,12,12,0,1,0,0,13,0.388,0.698,7,0.509
1209,210,20210,"SAN JUAN ÑUMI",20,488,6,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1209,20,210,1,9,12,12,7,1,14,12,12,0,1,0,0,13,0.388,0.698,7,0.509
1210,211,20211,"SAN JUAN OZOLOTEPEC",20,512,9,10,10,5,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",1210,20,211,12,5,10,11,20,12,22,11,10,0,1,0,0,7,0.276,0.606,19,0.311
1211,211,20211,"SAN JUAN OZOLOTEPEC",20,307,9,10,10,5,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",1211,20,211,12,5,10,11,20,12,22,11,10,0,1,0,0,7,0.276,0.606,19,0.311
1212,211,20211,"SAN JUAN OZOLOTEPEC",20,884,9,10,10,5,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",1212,20,211,12,5,10,11,20,12,22,11,10,0,1,0,0,7,0.276,0.606,19,0.311
1213,212,20212,"SAN JUAN PETLAPA",20,777,2,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",1,"",1213,20,212,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1214,212,20212,"SAN JUAN PETLAPA",20,714,2,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",1,"",1214,20,212,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1215,213,20213,"SAN JUAN QUIAHIJE",20,1505,8,11,11,9,9,"SAN PEDRO MIXTEPEC",23,"",1215,20,213,21,17,23,23,22,21,8,23,23,0,1,0,0,9,0.939,0.894,21,0.868
1216,213,20213,"SAN JUAN QUIAHIJE",20,895,8,11,11,9,9,"SAN PEDRO MIXTEPEC",23,"",1216,20,213,21,17,23,23,22,21,8,23,23,0,1,0,0,9,0.939,0.894,21,0.868
1217,214,20214,"SAN JUAN QUIOTEPEC",20,1565,2,4,4,2,3,"IXTLAN DE JUAREZ",1,"",1217,20,214,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1218,214,20214,"SAN JUAN QUIOTEPEC",20,371,2,4,4,2,3,"IXTLAN DE JUAREZ",1,"",1218,20,214,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1219,215,20215,"SAN JUAN SAYULTEPEC",20,542,6,6,3,3,16,"ASUNCION NOCHIXTLAN",7,"",1219,20,215,1,9,7,7,7,1,4,7,7,0,1,0,0,16,0.388,0.377,1,0.319
